	Name	Rating	Reviews	Company Detais	Salaries	Interviews	Jobs
8288	Amber Enterprises India	4.0	415 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | Public | 33 years old | Mumbai +27 more	2.2k Salaries	32 Interviews	18 Jobs
8289	Blackberrys	4.0	415 Reviews	Fashion & Textile | 10k-50k Employees | 32 years old | Gurgaon/Gurugram +70 more	1.8k Salaries	19 Interviews	12 Jobs
8290	Practo	3.3	415 Reviews	Internet | 5k-10k Employees | 15 years old | Bangalore +20 more	2.9k Salaries	48 Interviews	224 Jobs
8291	Pyramid IT Consulting	3.2	415 Reviews	Recruitment | 1k-5k Employees | 27 years old | Atlanta +21 more	2.6k Salaries	14 Interviews	68 Jobs
8292	Licious	3.9	415 Reviews	Internet | 1k-5k Employees | Indian Unicorn | 8 years old | Bangalore +30 more	2.3k Salaries	31 Interviews	72 Jobs
8293	L & W Constructions	3.6	415 Reviews	Engineering & Construction | 501-1k Employees | 17 years old | Bangalore/Bengaluru +14 more	1.9k Salaries	17 Interviews	-- Jobs
8294	Oriental Structural Engineers	4.2	414 Reviews	Engineering & Construction | 1k-5k Employees | 37 years old | Delhi/NCR +50 more	1.5k Salaries	8 Interviews	13 Jobs
8295	Transport Corporation Of India	3.9	414 Reviews	Logistics | 1k-5k Employees | Public | 65 years old | Gurgaon +69 more	1.8k Salaries	15 Interviews	3 Jobs
8296	VRL Logistics	3.8	414 Reviews	Logistics | 10k-50k Employees | Public | 40 years old | Hubballi +84 more	1.5k Salaries	11 Interviews	-- Jobs
8297	Collegedunia	3.2	414 Reviews	EdTech | 1k-5k Employees | Startup | 9 years old | Gurgaon/Gurugram +15 more	2.5k Salaries	48 Interviews	368 Jobs
8298	Vikram Solar	3.8	414 Reviews	Power | 1k-5k Employees | 17 years old | Kolkata +29 more	2.2k Salaries	18 Interviews	3 Jobs
8299	LanceSoft	3.2	414 Reviews	Recruitment | 1k-5k Employees | 23 years old | Herndon +22 more	3k Salaries	36 Interviews	126 Jobs
8300	Ameriprise Financial	3.9	420 Reviews	Financial Services | 1k-5k Employees | Forbes Global 2000 | 129 years old | Minneapolis +10 more	3.9k Salaries	31 Interviews	2 Jobs
8301	RR kabel	4.1	420 Reviews	Electrical Equipment | 501-1k Employees | Public | 28 years old | Mumbai +77 more	2k Salaries	25 Interviews	1 Jobs
8302	Glorious Insight	4.8	420 Reviews	IT Services & Consulting | 201-500 Employees | Noida +2 more	176 Salaries	1 Interviews	-- Jobs
8303	NTT	4.0	420 Reviews	IT Services & Consulting | 10k-50k Employees | 17 years old | London +38 more	3.3k Salaries	32 Interviews	28 Jobs
8304	Bristlecone	3.8	420 Reviews	IT Services & Consulting | 1k-5k Employees | 25 years old | Pune +10 more	5.2k Salaries	29 Interviews	8 Jobs
8305	Mitsubishi Electric	4.2	420 Reviews	Electronics Manufacturing | 501-1k Employees | Forbes Global 2000 | 102 years old | Chiyoda City +37 more	2.3k Salaries	14 Interviews	2 Jobs
8306	NecLife	3.6	419 Reviews	Pharma | 1k-5k Employees | Public | 28 years old | Chandigarh +18 more	2.1k Salaries	22 Interviews	1 Jobs
8307	Saudi Binladin Group	4.2	419 Reviews	Engineering & Construction | 201-500 Employees | 92 years old | Jeddah +24 more	666 Salaries	17 Interviews	-- Jobs
8308	Prama Hikvision India	3.6	419 Reviews	Electronics Manufacturing | 201-500 Employees | 14 years old | Hangzhou +41 more	2.2k Salaries	32 Interviews	30 Jobs
8309	Bridgestone	4.1	419 Reviews	Auto Components | 1k-5k Employees | Forbes Global 2000 | 27 years old | Tokyo +46 more	2.2k Salaries	24 Interviews	1 Jobs
8310	Amar Ujala	3.9	419 Reviews	Printing & Publishing | 1k-5k Employees | 75 years old | Noida +49 more	1.9k Salaries	13 Interviews	46 Jobs
8311	Paras Dairy	3.6	419 Reviews	FMCG | 501-1k Employees | Public | 36 years old | Delhi/NCR +47 more	1.6k Salaries	10 Interviews	-- Jobs
8312	Cpf India	4.2	419 Reviews	Food Processing | 501-1k Employees | 29 years old | Bangalore/Bengaluru +50 more	1.6k Salaries	16 Interviews	1 Jobs
8313	PTC	4.2	419 Reviews	Software Product | 1k-5k Employees | Public | 38 years old | Boston +35 more	3.5k Salaries	30 Interviews	75 Jobs
8314	Magus Customer Dialog	3.7	418 Reviews	BPO | 51-200 Employees | 34 years old | Pune +15 more	1.2k Salaries	7 Interviews	-- Jobs
8315	nThrive Global Solutions	4.0	418 Reviews	IT Services & Consulting | 501-1k Employees | 20 years old | Alpharetta +8 more	2k Salaries	10 Interviews	-- Jobs
8316	Finastra	4.0	418 Reviews	Software Product | 1k-5k Employees | Startup | 6 years old | Paddington +12 more	4.7k Salaries	22 Interviews	6 Jobs
8317	ALTEN	3.7	418 Reviews	IT Services & Consulting | 5k-10k Employees | 35 years old | Bengaluru/Bangalore +15 more	3.6k Salaries	38 Interviews	57 Jobs
8318	Pennar Industries	3.7	417 Reviews	Engineering & Construction | 1k-5k Employees | Public | 35 years old | Hyderabad/Secunderabad +23 more	2.7k Salaries	19 Interviews	6 Jobs
8319	Cuemath	3.8	417 Reviews	EdTech | 1k-5k Employees | Startup | 10 years old | Bangalore +19 more	1.7k Salaries	24 Interviews	132 Jobs
8320	Royaloak Incorporation	4.1	426 Reviews	Retail | 1k-5k Employees | 21 years old | Bangalore/Bengaluru +30 more	1.2k Salaries	17 Interviews	32 Jobs
8321	ZTE Corporation	3.9	425 Reviews	IT Services & Consulting | 201-500 Employees | Forbes Global 2000 | 20 years old | shenzhen +43 more	1.7k Salaries	14 Interviews	2 Jobs
8322	Scope International	4.2	425 Reviews	Non-Profit | 201-500 Employees (Global) | 22 years old | Mannheim +5 more	3.1k Salaries	4 Interviews	-- Jobs
8323	Stock Holding Corporation of India	3.6	425 Reviews	Financial Services | 201-500 Employees | Public | 37 years old | Mumbai +93 more	1.9k Salaries	17 Interviews	4 Jobs
8324	Offshore Infrastructures	4.1	425 Reviews	Engineering & Construction | 501-1k Employees | 28 years old | Mumbai +40 more	2.1k Salaries	13 Interviews	-- Jobs
8325	Quislex Legal Services	4.0	424 Reviews	Legal | 501-1k Employees | 19 years old | New York +4 more	1.8k Salaries	18 Interviews	-- Jobs
8326	Rockwell Automation	4.0	424 Reviews	Industrial Automation | 1k-5k Employees | Forbes Global 2000 | 120 years old | Milwaukee +18 more	4k Salaries	48 Interviews	13 Jobs
8327	Infor Global Solution	4.1	423 Reviews	Software Product | 1k-5k Employees | 21 years old | New York +7 more	5.2k Salaries	33 Interviews	90 Jobs
8328	Suma Soft	3.7	423 Reviews	IT Services & Consulting | 1k-5k Employees | 23 years old | Pune +7 more	2.7k Salaries	28 Interviews	20 Jobs
8329	Hetero Healthcare	3.5	423 Reviews	Pharma | 1k-5k Employees | 17 years old | Hyderabad/Secunderabad +55 more	2k Salaries	21 Interviews	7 Jobs
8330	Nucleus Software Exports	3.8	423 Reviews	Software Product | 1k-5k Employees | Public | 37 years old | Noida +11 more	4.5k Salaries	21 Interviews	22 Jobs
8331	Ramboll	4.3	423 Reviews	Engineering & Construction | 1k-5k Employees | 78 years old | Copenhagen +28 more	2.5k Salaries	22 Interviews	28 Jobs
8332	Nihilent	3.6	422 Reviews	IT Services & Consulting | 1k-5k Employees | 23 years old | Pune +5 more	5.2k Salaries	38 Interviews	11 Jobs
8333	Sintex-bapl	3.8	422 Reviews	Petrochemicals | 501-1k Employees | Public | 16 years old | Pune +48 more	2.4k Salaries	25 Interviews	-- Jobs
8334	EaseMyTrip.com	4.0	421 Reviews	Internet | 201-500 Employees | Public | 15 years old | Delhi +7 more	1.2k Salaries	11 Interviews	32 Jobs
8335	Maxgen Technologies	4.6	421 Reviews	IT Services & Consulting | 201-500 Employees | 10 years old | Mumbai +7 more	1.1k Salaries	9 Interviews	-- Jobs
8336	Fiem Industries	3.6	421 Reviews	Auto Components | 501-1k Employees | Public | 34 years old | New Delhi +20 more	2.7k Salaries	14 Interviews	-- Jobs
8337	Enterprise Growth Accelerator	3.5	421 Reviews	Faridabad +9 more	1.1k Salaries	7 Interviews	24 Jobs
8338	_VOIS	4.2	421 Reviews	Telecom | 10k-50k Employees (Global) | 17 years old | Pune +10 more	2.5k Salaries	46 Interviews	45 Jobs
8339	Macawber Beekay	4.1	420 Reviews	Industrial Machinery | 1k-5k Employees | 37 years old | Noida +38 more	1.6k Salaries	6 Interviews	1 Jobs
8340	eMids Technologies	3.7	431 Reviews	IT Services & Consulting | 1k-5k Employees | 24 years old | Franklin +5 more	5.3k Salaries	23 Interviews	22 Jobs
8341	Kidzee	4.1	430 Reviews	EdTech | 1k-5k Employees | 20 years old | Ernakulam +105 more	1.2k Salaries	13 Interviews	-- Jobs
8342	Khazana Jewellery	3.9	430 Reviews	Jewellery | 501-1k Employees | 34 years old | Chennai +49 more	1.4k Salaries	25 Interviews	16 Jobs
8343	Magneti Marelli Motherson Auto System	3.8	430 Reviews	Auto Components | 11-50 Employees | 15 years old | Pune +15 more	1.8k Salaries	17 Interviews	-- Jobs
8344	Ministry of Defence	4.4	429 Reviews	Government | 1 Lakh+ Employees | Central | 76 years old | Delhi/NCR +63 more	2k Salaries	5 Interviews	-- Jobs
8345	Recpdcl.ltd	4.0	429 Reviews	Facility Management Services | 1k-5k Employees | Central | 16 years old | Noida +63 more	1.1k Salaries	15 Interviews	-- Jobs
8346	Dimension Data	4.2	429 Reviews	IT Services & Consulting | 1k-5k Employees | 40 years old | Bryanston +51 more	2.9k Salaries	6 Interviews	41 Jobs
8347	Eicher Motors	4.3	429 Reviews	Automobile | 10k-50k Employees | Public | 41 years old | Gurgaon +81 more	1.5k Salaries	24 Interviews	-- Jobs
8348	Tiger Analytics	3.4	429 Reviews	Analytics & KPO | 1k-5k Employees | Startup | 12 years old | Santa Clara +7 more	4.5k Salaries	95 Interviews	134 Jobs
8349	Sri Chaitanya Techno Schools	4.0	428 Reviews	Education & Training | 10k-50k Employees | 37 years old | Hyderabad/Secunderabad +77 more	1.5k Salaries	16 Interviews	-- Jobs
8350	Centaur Pharmaceuticals	3.7	427 Reviews	Pharma | 1k-5k Employees | 45 years old | Mumbai +47 more	2.3k Salaries	16 Interviews	5 Jobs
8351	CompuCom	4.1	427 Reviews	IT Services & Consulting | 1k-5k Employees | 36 years old | Fort Mill +6 more	3k Salaries	28 Interviews	6 Jobs
8352	Sulekha.com	4.3	427 Reviews	Internet | 1k-5k Employees | 16 years old | Chennai +19 more	2.3k Salaries	10 Interviews	63 Jobs
8353	Casagrand	4.0	427 Reviews	Real Estate | 501-1k Employees | 19 years old | Chennai +12 more	2.3k Salaries	28 Interviews	14 Jobs
8354	Shriram Automall	4.0	427 Reviews	Automobile | 1k-5k Employees | 12 years old | Delhi/NCR +94 more	1.2k Salaries	16 Interviews	2 Jobs
8355	Wipro PARI	3.5	427 Reviews	1k-5k Employees | Pune +16 more	2k Salaries	22 Interviews	4 Jobs
8356	GlobalData	3.7	427 Reviews	Analytics & KPO | 1k-5k Employees | 39 years old | London +9 more	3.6k Salaries	25 Interviews	25 Jobs
8357	The Times of India	3.9	426 Reviews	Media & Entertainment | 1k-5k Employees | 185 years old | New Delhi +48 more	3.2k Salaries	24 Interviews	7 Jobs
8358	BharatMatrimony.com	3.9	426 Reviews	Internet | 1k-5k Employees (Global) | 26 years old | Chennai +30 more	1.8k Salaries	15 Interviews	5 Jobs
8359	NBTC GROUP	3.5	426 Reviews	Oil & Gas | 501-1k Employees | 46 years old | Al Ahmadi +24 more	1.4k Salaries	13 Interviews	-- Jobs
8360	Levi Strauss & Co.	4.4	437 Reviews	Fashion & Textile | 1k-5k Employees | Public | 170 years old | San Francisco +69 more	1.7k Salaries	12 Interviews	10 Jobs
8361	Nvidia	4.0	436 Reviews	Hardware & Networking | 1k-5k Employees | Forbes Global 2000 | 30 years old | Santa Clara +8 more	4.4k Salaries	57 Interviews	19 Jobs
8362	Carborundum Universal	4.0	436 Reviews	Metals & Mining | 1k-5k Employees | Public | 69 years old | Chennai +33 more	2.2k Salaries	15 Interviews	5 Jobs
8363	Victora Group	3.8	436 Reviews	Automobile | 201-500 Employees | 32 years old | Faridabad +22 more	2.5k Salaries	19 Interviews	-- Jobs
8364	DealShare	3.3	436 Reviews	Internet | 1k-5k Employees | Indian Unicorn | 5 years old | Jaipur +44 more	2.1k Salaries	29 Interviews	146 Jobs
8365	Ziqitza Health Care	4.1	435 Reviews	Healthcare | 5k-10k Employees | Public | 18 years old | Mumbai +49 more	1.3k Salaries	16 Interviews	22 Jobs
8366	Metso Outotec	4.3	435 Reviews	Metals & Mining | 1k-5k Employees | Alwar +35 more	2.1k Salaries	36 Interviews	2 Jobs
8367	Tracxn	3.2	435 Reviews	Internet | 501-1k Employees | Startup | 10 years old | Bangalore +6 more	2.4k Salaries	67 Interviews	238 Jobs
8368	Nomura Holdings	3.9	434 Reviews	Investment Banking / Venture Capital / Private Equity | 1k-5k Employees | Public | 14 years old | Mumbai +7 more	5.9k Salaries	43 Interviews	133 Jobs
8369	Central Public Works Department	4.3	434 Reviews	Government | 5k-10k Employees | 169 years old | Delhi/NCR +105 more	1.4k Salaries	7 Interviews	-- Jobs
8370	Lear Corporation	4.1	433 Reviews	Auto Components | 1k-5k Employees | Public | 106 years old | Southfield +16 more	3k Salaries	15 Interviews	1 Jobs
8371	Utility Powertech	3.9	433 Reviews	Power | 1k-5k Employees | 28 years old | Noida +81 more	1.9k Salaries	18 Interviews	-- Jobs
8372	Orient Craft	3.6	432 Reviews	Fashion & Textile | 1k-5k Employees | 47 years old | Gurgaon/Gurugram +12 more	2.3k Salaries	7 Interviews	-- Jobs
8373	VDart	4.5	432 Reviews	IT Services & Consulting | 201-500 Employees | 16 years old | Alpharetta +2 more	697 Salaries	18 Interviews	17 Jobs
8374	Marlabs	3.5	432 Reviews	IT Services & Consulting | 1k-5k Employees | 27 years old | Piscataway +10 more	5.2k Salaries	23 Interviews	74 Jobs
8375	Colt Technology Services	4.4	432 Reviews	IT Services & Consulting | 1k-5k Employees | 31 years old | London +10 more	3.3k Salaries	18 Interviews	6 Jobs
8376	BDO India LLP	3.7	431 Reviews	Accounting & Auditing | 5k-10k Employees | 50 years old | New Delhi +24 more	3.7k Salaries	43 Interviews	114 Jobs
8377	IL&FS Engineering and Construction	4.5	431 Reviews	Engineering & Construction | 1k-5k Employees | Public | 35 years old | Hyderabad/Secunderabad +46 more	1.3k Salaries	12 Interviews	-- Jobs
8378	Varun Motors	4.0	431 Reviews	Automobile | 5k-10k Employees | 30 years old | Hyderabad/Secunderabad +34 more	1.9k Salaries	6 Interviews	-- Jobs
8379	Apex Group	3.4	431 Reviews	Financial Services | 1k-5k Employees | Hamilton +16 more	3.7k Salaries	60 Interviews	11 Jobs
8380	Essjay Ericsson	4.1	441 Reviews	Industrial Machinery | 1k-5k Employees | 52 years old | Delhi +78 more	1.1k Salaries	8 Interviews	-- Jobs
8381	Psp Projects	3.9	441 Reviews	Engineering & Construction | 1k-5k Employees | 15 years old | Ahmedabad +34 more	1.9k Salaries	33 Interviews	4 Jobs
8382	Emami Agrotech	3.8	440 Reviews	Food Processing | 1k-5k Employees | Public | 21 years old | Kolkata +50 more	2.4k Salaries	23 Interviews	3 Jobs
8383	Army Public School	4.3	440 Reviews	Education & Training | 5k-10k Employees (Global) | 49 years old | Delhi/NCR +79 more	1.2k Salaries	36 Interviews	-- Jobs
8384	Coal India	4.1	440 Reviews	Metals & Mining | 1 Lakh+ Employees | Public | 48 years old | Kolkata +47 more	1.8k Salaries	52 Interviews	-- Jobs
8385	Keventer	3.9	440 Reviews	FMCG | 501-1k Employees | 37 years old | Kolkata +51 more	2k Salaries	16 Interviews	1 Jobs
8386	Medtronic	4.0	439 Reviews	Medical Equipment | 1k-5k Employees | Forbes Global 2000 | 44 years old | Mumbai +35 more	3.6k Salaries	43 Interviews	221 Jobs
8387	Metriqe Solutions	4.3	439 Reviews	BPO | 201-500 Employees | 16 years old | Irving +2 more	910 Salaries	13 Interviews	-- Jobs
8388	Fidelity International	4.2	439 Reviews	Investment Banking / Venture Capital / Private Equity | 1k-5k Employees | 54 years old | London +8 more	4.2k Salaries	31 Interviews	17 Jobs
8389	Testbook.com	3.7	439 Reviews	EdTech | 501-1k Employees | Startup | 9 years old | Mumbai +22 more	3k Salaries	56 Interviews	231 Jobs
8390	Gestamp	3.6	439 Reviews	Auto Components | 501-1k Employees | 26 years old | Madrid +7 more	2.2k Salaries	10 Interviews	-- Jobs
8391	Genus Power Infrastructures	3.9	438 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | Public | 31 years old | Jaipur +43 more	2.4k Salaries	27 Interviews	-- Jobs
8392	HLL Lifecare	3.5	438 Reviews	Healthcare | 1k-5k Employees | Central | 57 years old | Trivandrum/Thiruvananthapuram +91 more	1.7k Salaries	28 Interviews	2 Jobs
8393	Medley Pharmaceuticals	4.1	438 Reviews	Pharma | 1k-5k Employees | Public | 54 years old | Mumbai +58 more	1.7k Salaries	26 Interviews	16 Jobs
8394	Vestige	4.3	438 Reviews	Fitness & Wellness | 10k-50k Employees | 19 years old | Delhi/NCR +98 more	1.4k Salaries	24 Interviews	-- Jobs
8395	Syneos Health	4.0	438 Reviews	Clinical Research | 1k-5k Employees | 39 years old | Morrisville +8 more	2.6k Salaries	28 Interviews	2 Jobs
8396	Rane NSK Steering Systems	4.1	438 Reviews	201-500 Employees | Bawal +17 more	1.8k Salaries	19 Interviews	-- Jobs
8397	Family Health Plan	3.9	437 Reviews	Insurance | 1k-5k Employees | 28 years old | Hyderabad/Secunderabad +26 more	1.8k Salaries	26 Interviews	3 Jobs
8398	Voltech	3.4	437 Reviews	Electrical Equipment | 1k-5k Employees | 35 years old | Chennai +36 more	1.9k Salaries	19 Interviews	-- Jobs
8399	le méridien	4.1	437 Reviews	Hospitality | 501-1k Employees | 51 years old | Paris +25 more	1.4k Salaries	15 Interviews	-- Jobs
8400	Orient Technologies	3.8	446 Reviews	IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 31 years old | Chiyoda-ku +41 more	2.8k Salaries	15 Interviews	4 Jobs
8401	CARE	4.4	446 Reviews	Financial Services | 51-200 Employees | 73 years old | Noida +102 more	1.3k Salaries	34 Interviews	-- Jobs
8402	Okaya Power	3.8	446 Reviews	Electrical Equipment | 501-1k Employees | 36 years old | Delhi/NCR +78 more	2.1k Salaries	22 Interviews	6 Jobs
8403	Amul Dairy	4.2	446 Reviews	Food Processing | 1k-5k Employees | 75 years old | Anand +109 more	1.4k Salaries	35 Interviews	-- Jobs
8404	Doosan Power Systems	4.0	446 Reviews	Power | 501-1k Employees | 13 years old | Crawley +25 more	2.4k Salaries	25 Interviews	5 Jobs
8405	Accel Frontline	3.9	445 Reviews	IT Services & Consulting | 51-200 Employees | 32 years old | Chennai +58 more	1.2k Salaries	6 Interviews	8 Jobs
8406	Jubilant Generics	4.0	445 Reviews	Pharma | 5k-10k Employees | 10 years old | Noida +18 more	2.8k Salaries	14 Interviews	-- Jobs
8407	JK Tech	3.8	445 Reviews	IT Services & Consulting | 501-1k Employees | Public | 29 years old | Noida +18 more	3.8k Salaries	20 Interviews	21 Jobs
8408	CDK Global	3.6	444 Reviews	Software Product | 1k-5k Employees | 51 years old | Hoffman Estates +5 more	3.7k Salaries	24 Interviews	4 Jobs
8409	Allied Digital Services	3.5	444 Reviews	IT Services & Consulting | 1k-5k Employees | Public | 28 years old | Mumbai +39 more	2.5k Salaries	28 Interviews	1 Jobs
8410	Schindler Group	3.8	444 Reviews	Industrial Machinery | 1k-5k Employees | 26 years old | Ebikon +48 more	2.2k Salaries	18 Interviews	28 Jobs
8411	HRH Next Services	3.3	443 Reviews	BPO | 51-200 Employees | 16 years old | Hyderabad/Secunderabad +10 more	1.6k Salaries	26 Interviews	1 Jobs
8412	UnitedLex	3.2	443 Reviews	Legal | 1k-5k Employees | 17 years old | New York +5 more	2.9k Salaries	51 Interviews	6 Jobs
8413	Xerox	3.9	443 Reviews	IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | Bengaluru/Bangalore +32 more	2.4k Salaries	15 Interviews	3 Jobs
8414	Kissht Finance	4.1	443 Reviews	FinTech | 51-200 Employees | Startup | 8 years old | Mumbai +55 more	1.6k Salaries	20 Interviews	10 Jobs
8415	Zee Entertainment Enterprises	3.8	443 Reviews	Media & Entertainment | 1k-5k Employees | Public | 31 years old | Mumbai +28 more	3.7k Salaries	21 Interviews	40 Jobs
8416	Livpure	4.0	443 Reviews	Consumer Electronics & Appliances | 1k-5k Employees | 13 years old | Gurgaon +70 more	1.7k Salaries	16 Interviews	1 Jobs
8417	Lohia Group	3.6	442 Reviews	Industrial Machinery | 1k-5k Employees | Public | 47 years old | Kanpur +17 more	2.1k Salaries	27 Interviews	3 Jobs
8418	Baroda Global Shared Services	3.8	442 Reviews	Banking | 10k-50k Employees | Public | 6 years old | Mumbai +67 more	2k Salaries	23 Interviews	23 Jobs
